"","8_0149.leaf","8_0157.leaf","8_0158.leaf","8_0160.leaf","8_0162.leaf","8_0167.leaf","8_0171.leaf","8_0174.leaf","8_0302.leaf","8_0307.leaf","8_0318.leaf","8_0326.leaf","8_0327.leaf","8_0328.leaf","8_0330.leaf","8_0580.leaf","8_0589.leaf","8_0593.leaf","8_0606.leaf","8_0608.leaf","8_0609.leaf","8_0612.leaf","8_0617.leaf","8_0773.leaf","8_0775.leaf","8_0776.leaf","8_0790.leaf","8_0803.leaf","8_1012.leaf","8_1013.leaf","8_1023.leaf","8_1032.leaf","8_1043.leaf","8_1047.leaf","8_1048.leaf","8_1361.leaf","8_1370.leaf","8_1377.leaf","8_1378.leaf","8_1382.leaf","8_1384.leaf","8_1388.leaf","8_1389.leaf","9_0155.leaf","9_0159.leaf","9_0161.leaf","9_0169.leaf","9_0171.leaf","9_0179.leaf","9_0191.leaf","9_0290.leaf","9_0292.leaf","9_0298.leaf","9_0302.leaf","9_0305.leaf","9_0330.leaf","9_0334.leaf","9_0580.leaf","9_0583.leaf","9_0588.leaf","9_0589.leaf","9_0590.leaf","9_0599.leaf","9_0769.leaf","9_0775.leaf","9_0776.leaf","9_0781.leaf","9_0789.leaf","9_0799.leaf","9_0802.leaf","9_0804.leaf","9_1014.leaf","9_1027.leaf","9_1041.leaf","9_1043.leaf","9_1046.leaf","9_1047.leaf","9_1354.leaf","9_1355.leaf","9_1356.leaf","9_1358.leaf","9_1364.leaf","9_1370.leaf","9_1382.leaf","JAM_3C.leaf","JAM_E1.leaf","JAM_E3.leaf","JAM_E4.leaf","8_0149.root","8_0157.root","8_0158.root","8_0160.root","8_0162.root","8_0167.root","8_0171.root","8_0174.root","8_0302.root","8_0307.root","8_0318.root","8_0326.root","8_0327.root","8_0328.root","8_0330.root","8_0580.root","8_0589.root","8_0593.root","8_0606.root","8_0608.root","8_0609.root","8_0612.root","8_0617.root","8_0773.root","8_0775.root","8_0776.root","8_0790.root","8_0803.root","8_1012.root","8_1013.root","8_1023.root","8_1032.root","8_1043.root","8_1047.root","8_1048.root","8_1361.root","8_1370.root","8_1377.root","8_1378.root","8_1382.root","8_1384.root","8_1388.root","8_1389.root","9_0155.root","9_0159.root","9_0161.root","9_0169.root","9_0171.root","9_0179.root","9_0191.root","9_0290.root","9_0292.root","9_0298.root","9_0302.root","9_0305.root","9_0330.root","9_0334.root","9_0580.root","9_0583.root","9_0588.root","9_0589.root","9_0590.root","9_0599.root","9_0769.root","9_0775.root","9_0776.root","9_0781.root","9_0789.root","9_0799.root","9_0802.root","9_0804.root","9_1014.root","9_1027.root","9_1041.root","9_1043.root","9_1046.root","9_1047.root","9_1354.root","9_1355.root","9_1356.root","9_1358.root","9_1364.root","9_1370.root","9_1382.root","JAM_3C.root","JAM_E1.root","JAM_E3.root","JAM_E4.root"
"OTU_31934",18,3,0,0,1,0,1,0,2,0,20,0,10,0,68,0,13,3,5,0,4,0,0,93,0,7,10,18,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,3,15,1,31,6,0,3,0,0,0,5,0,0,8,0,26,3,0,0,0,0,0,2,0,0,0,0,3,0,2,12,4,17,0,4,3,56,0,0,1,2,4,0,0,0,0,1,2,0,2,4,0,1,36,1,0,0,6,1,0,0,1,4,0,2,4,19,0,0,0,16,0,0,7,1,13,153,2,6,0,112,9,8,395,0,27,22,1,4,27,0,0,9,0,0,56,3,1,8,0,0,0,16,4,0,3,0,6,1,2,0,0,2,11,0,0,0,9,0,0,3,0,0,0,2,0,9,2,0
"OTU_31973",0,185,0,0,0,0,9,0,0,0,5,0,0,0,53,0,0,1,0,0,0,30,0,67,0,0,0,2,2,0,4,0,0,3,0,0,1,6,0,4,0,10,1,0,0,0,23,2,5,1,0,2,0,2,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,10,0,0,0,0,9,0,1,0,1,39,0,0,16,8,0,0,0,38,0,2,0,0,0,0,44,0,140,3,0,0,101,0,30,0,1,0,0,0,159,29,0,12,2,0,1,0,0,162,0,0,0,10,142,43,0,12,0,0,1,9,0,0,26,18,0,17,146,0,0,501,0,0,68,5,67,18,0,0,0,2,4,0,10,16,9,57,0,0,1,0,0,0,0,0,9,1,0,0,0,0,3,0,0,2,1,0
"OTU_32122",137,355,0,0,0,0,37,0,0,0,161,1,90,0,348,6,193,236,0,0,117,14,0,327,0,0,24,25,1,99,0,0,0,0,0,0,1,86,2,73,0,15,159,0,0,2,18,167,147,0,0,86,0,109,0,0,1,181,1,0,30,0,156,0,1,1,0,1,0,45,0,284,0,6,21,0,0,52,55,519,0,151,13,162,0,0,0,96,0,73,1,3,135,0,170,0,40,31,3,58,137,1,48,0,71,0,0,0,93,98,6,83,43,119,1,1,0,232,1,0,0,169,227,192,120,92,0,30,77,345,99,0,104,129,79,92,119,0,0,151,3,174,249,224,26,265,3,1,0,0,93,0,51,5,60,34,0,0,4,0,15,0,1,0,52,0,0,2,0,0,0,0,0,40,89,1
"OTU_32144",17,8,0,0,0,0,0,0,0,0,4,0,0,0,51,0,22,15,0,0,0,0,0,88,0,0,1,0,0,60,0,0,0,0,0,0,0,1,0,15,0,0,7,0,0,0,0,6,1,0,0,0,0,0,0,0,0,16,4,0,2,0,3,0,0,0,0,0,1,62,0,1,0,0,5,0,0,0,9,53,0,4,0,28,0,0,0,78,0,2,0,0,42,0,2,0,2,0,0,10,4,0,7,0,2,0,0,0,9,6,0,9,14,0,0,0,0,22,0,0,0,2,13,5,49,3,0,0,3,39,570,0,17,11,2,2,8,0,0,1,0,0,92,1,0,7,23,0,0,0,4,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
"OTU_32197",0,206,0,0,0,0,30,0,0,0,60,0,0,0,304,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,1,40,0,0,0,0,18,0,0,0,2,0,0,1,0,59,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,378,0,0,0,18,0,0,0,3,0,0,0,0,2,0,37,0,0,0,0,0,13,0,251,0,0,0,0,0,127,96,0,1,0,1,0,0,0,141,0,0,0,2,143,529,1,1,0,0,0,8,1,0,200,88,1,155,4,0,1,143,0,0,288,5,0,1,0,0,0,0,1,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"OTU_32228",0,1,0,6,0,0,3,0,0,0,1,0,13,1,4,0,0,3,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,6,0,7,0,0,1,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,1,15,18,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,0,3,0,0,2,0,0,0,12,31,0,0,0,0,0,0,0,1,0,0,0,4,0,0,14,0,0,0,0,0,1,2,2,0,0,2,0,0,0,3,0,0,3,0,0,2,6,0,1,0,4,1,0,0,5,0,2,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0
"OTU_32258",10,332,0,0,0,0,110,0,0,0,297,0,28,0,1198,0,245,240,0,0,11,0,0,819,0,0,31,1,0,153,0,0,0,0,0,0,0,2,0,117,0,1,68,0,0,0,1,128,595,0,0,35,0,22,0,0,0,435,0,0,19,0,554,0,0,0,0,0,0,71,0,217,0,2,1,0,0,39,45,1820,0,217,3,301,0,0,1,34,1,326,0,0,323,0,314,0,6,1,0,366,317,0,86,2,54,0,0,0,164,200,0,88,66,28,0,0,0,115,6,0,0,7,1134,295,535,59,0,56,6,103,238,0,158,244,53,89,282,0,0,483,0,0,682,14,0,10,17,0,0,1,110,0,22,0,305,3,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,14,82,0
"OTU_32328",0,0,2,6,1,0,3,0,0,0,3,1,26,0,4,0,0,4,0,0,7,3,0,1,0,0,14,0,0,1,0,0,0,3,0,0,0,2,0,0,0,4,0,2,0,7,17,0,0,0,0,18,0,1,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,31,0,1,0,0,12,0,7,1,1,0,0,2,2,0,0,0,0,0,0,6,0,3,2,0,4,0,4,18,0,0,6,0,0,0,11,2,0,10,6,2,0,3,34,18,0,0,0,1,0,0,0,1,8,2,5,32,0,0,25,2,0,0,4,3,4,11,9,0,0,10,0,0,5,0,23,1,0,0,0,2,8,0,4,10,0,4,0,0,2,0,0,0,0,0,30,0,0,2,0,1,0,0,0,18,2,0
"OTU_32352",0,0,0,2,0,0,0,0,0,3,3,0,0,2,0,13,0,0,0,0,2,0,0,5,2,0,0,1,2,1,0,0,2,0,9,0,1,2,0,1,0,0,1,1,0,0,0,2,0,0,0,1,5,1,0,0,20,0,8,0,2,0,0,2,0,0,0,0,0,2,1,4,0,18,0,0,0,2,4,0,11,2,0,0,0,0,8,5,0,5,11,0,5,0,0,0,0,2,0,1,1,0,0,0,1,0,2,0,0,0,0,2,4,2,0,3,0,1,0,0,0,2,1,1,0,0,7,2,0,0,4,22,0,0,10,0,1,0,0,0,0,0,0,1,0,4,11,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,5,0
"OTU_32353",2,130,1,0,0,0,21,1,3,3,36,2,8,2,282,12,21,14,11,1,3,22,1,85,2,6,3,1,0,22,1,0,0,15,1,6,2,2,0,10,0,16,35,0,0,2,13,11,113,4,1,14,13,50,0,0,6,31,1,0,2,0,182,0,1,0,0,0,2,7,1,17,0,3,20,0,5,184,10,241,1,6,17,126,0,1,4,4,4,21,1,6,17,0,106,1,33,10,0,12,123,0,45,0,0,1,3,2,49,112,0,23,11,20,2,5,0,81,2,0,0,2,74,242,6,8,0,2,2,78,21,3,167,135,28,23,57,0,0,95,0,0,301,6,12,10,7,1,0,7,21,0,69,6,9,12,0,0,5,0,8,0,2,0,8,0,0,6,0,0,0,0,0,4,16,0
"OTU_32394",0,7,1,24,0,0,8,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,8,0,5,0,37,0,0,0,1,0,0,0,0,18,22,0,5,0,0,9,0,0,0,2,0,8,0,0,1,1,107,0,0,19,0,0,0,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,16,0,0,3,26,0,2,1,4,1,0,0,1,1,0,19,2,3,1,0,1,2,0,20,0,2,0,0,1,22,32,0,0,1,4,1,0,0,18,0,0,0,17,18,3,1,2,2,0,0,184,0,0,15,15,1,6,0,0,0,22,0,0,8,13,0,10,4,0,2,0,0,0,16,1,0,0,0,0,4,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_32432",1,0,1,0,0,0,6,0,1,0,3,0,0,6,2,0,5,3,1,0,1,0,0,1,0,1,3,0,0,2,0,0,0,15,0,0,1,2,0,0,0,0,3,0,0,0,3,2,1,1,0,1,0,9,0,0,0,9,3,0,3,0,0,3,0,0,0,0,0,2,0,3,0,0,1,0,3,2,3,1,0,2,3,2,0,0,0,1,0,5,0,0,5,0,3,0,2,1,0,0,3,0,1,0,0,2,1,0,6,3,0,3,2,5,0,0,0,4,1,0,0,2,3,0,4,1,0,2,1,9,13,0,1,0,6,2,1,0,0,7,0,0,4,10,0,2,0,0,0,1,5,0,12,1,2,4,1,0,1,0,13,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0
"OTU_32452",58,36,0,0,0,0,4,0,0,0,16,0,0,0,44,3,66,60,0,0,3,0,0,38,0,0,3,4,0,55,0,0,0,0,2,0,0,3,1,7,0,0,30,0,0,1,0,53,32,0,0,9,0,20,0,0,0,185,0,0,8,0,45,2,0,0,0,0,0,14,1,42,0,8,12,0,0,8,27,33,11,51,0,45,0,0,0,32,0,101,0,0,58,0,17,1,0,0,0,30,41,0,1,0,5,0,1,5,11,6,0,59,7,7,0,0,0,47,0,0,0,21,27,36,76,5,0,2,6,11,89,3,36,17,46,7,9,0,0,8,0,0,60,17,0,36,7,0,0,0,45,1,4,0,21,0,0,0,0,0,6,0,0,0,7,8,0,0,0,7,0,0,0,5,31,0
"OTU_32479",1,1,0,0,0,0,2,0,4,0,5,0,0,1,9,0,4,10,2,0,0,0,0,22,0,4,4,2,0,6,0,0,0,0,0,0,0,0,0,3,0,2,0,2,10,1,0,10,2,3,1,1,0,6,1,0,0,3,0,0,0,0,2,0,0,0,1,0,0,3,0,5,0,0,1,1,0,0,6,7,1,2,0,5,0,0,2,0,0,4,0,0,0,5,2,0,0,0,0,4,1,1,5,0,2,1,0,0,1,4,0,2,4,0,2,1,0,0,0,0,0,0,3,13,4,2,0,2,0,33,20,0,4,6,11,0,4,0,3,5,1,0,7,5,1,15,0,0,0,5,9,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,5,0,0,0,0,0,1,12,0
"OTU_32491",9,1,0,3,0,0,2,0,0,0,2,0,0,0,5,0,1,0,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,21,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,3,1,0,0,0,2,0,0,4,0,1,0,0,4,14,0,0,3,1,0,2,0,5,0,0,3,0,1,0,0,0,7,0,0,0,4,0,0,0,20,1,3,0,0,0,0,0,2,0,0,2,5,0,2,0,0,0,0,0,0,0,8,5,7,0,0,0,0,1,0,2,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_32495",0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,77,1,1,4,7,1,0,7,0,0,0,0,0,4,0,3,0,0,0,5,0,3,0,1,1,3,0,0,2,7,0,0,0,0,4,0,1,7,0,0,3,2,0,0,0,0,10,1,0,4,12,0,0,1,0,0,0,0,0,87,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,5,5,0,4,1,6,0,3,2,0,0,1,0,0,0,1,0,0,0,0,5,1,0,0,0,1,5,0,7,0,0,0,0,1,0,1,3,0,1,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,1,2,0,1,11,2,0,0,1,0,2
"OTU_32566",57,1,0,0,0,0,1,0,0,0,0,0,2,0,1,18,14,7,16,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2,1,0,16,0,0,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,0,2,0,6,0,1,0,0,0,0,0,9,0,0,4,0,0,0,0,0,6,5,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,114,0,0,1,0,0,2,3,0,0,0,0,16,0,0,0,3,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0
"OTU_32586",4,2,0,0,0,0,19,0,1,2,19,0,95,0,8,5,4,7,0,0,39,15,0,30,0,9,38,21,0,11,0,0,0,0,14,8,17,120,0,10,0,6,70,0,0,0,2,42,2,16,0,96,0,3,0,0,1,35,0,0,147,0,2,0,0,0,0,0,1,65,0,7,0,0,19,0,1,24,15,12,14,12,2,2,0,0,2,36,1,22,0,0,44,0,54,5,61,121,1,8,3,0,32,7,27,1,1,0,109,15,0,35,535,89,6,0,0,6,0,0,0,276,15,5,9,322,0,3,42,52,6,0,10,26,75,34,4,0,0,102,0,3,6,71,2,111,1,0,0,33,18,1,38,0,1,8,0,0,2,0,49,0,0,0,35,2,0,14,0,0,0,0,0,60,36,0
"OTU_32591",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,3,1,0,1,0,0,2,3,0,2,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,4,1,4,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,4,1,0,2,0,2,2,0,0,3,2,0,3,0,0,0,0,0,2,0,0,1,0,1,3,0,0,0,0,0,7,2,0,1,0,13,1,2,0,0,2,0,0,0,1,0,6,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0
"OTU_32620",0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,5,0,3,0,0,1,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,22,0,0,0,1,2,0,0,0,0,10,2,0,0,1,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,4,2,0,0,0,3,0,0,0,9,0,2,0,0,4,0,1,0,0,8,0,1,1,0,0,0,1,2,0,0,0,6,0,14,5,2,0,0,0,0,0,0,0,1,0,5,2,2,0,2,0,6,12,0,2,1,2,0,1,0,0,1,0,0,3,5,1,7,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,9,0
"OTU_32648",0,83,3,0,2,0,72,4,14,0,70,10,546,1,108,0,161,189,22,8,536,538,9,49,1,9,204,217,0,137,45,9,0,8,1,4,39,125,3,281,0,172,34,17,53,7,141,326,401,68,0,225,1,86,3,2,1,244,0,0,998,0,126,1,3,0,0,3,1,37,0,130,3,0,23,2,14,285,550,35,2,301,169,18,0,0,1,139,0,284,3,29,72,19,102,1,466,596,0,85,22,10,102,0,101,40,0,19,36,39,0,316,217,256,24,11,0,21,3,0,0,232,12,42,517,631,3,14,327,290,66,0,71,115,286,203,25,0,3,84,5,31,79,224,255,366,6,8,0,17,512,2,74,27,636,120,5,0,35,0,21,0,7,4,296,0,1,38,16,0,2,51,0,405,548,1
"OTU_32701",498,326,1,0,32,6,232,53,124,0,307,5,42,0,529,0,39,85,92,0,95,187,0,245,0,289,48,72,280,162,18,0,1,53,13,50,7,578,1,103,5,155,326,1,191,9,1,244,331,63,3,127,38,54,120,46,1,111,0,0,100,0,446,0,208,0,3,0,138,186,0,274,37,1,82,38,145,53,72,528,4,124,260,233,0,0,135,785,326,83,0,11,144,72,357,0,64,163,6,96,379,117,182,6,135,45,1,5,315,250,2,285,165,160,40,1,3,1468,93,33,399,500,413,485,175,293,4,337,113,717,574,1,449,486,279,182,429,32,168,601,5,15,599,638,35,531,5,293,0,84,175,106,293,5,45,30,764,0,1,5,134,16,1,110,119,2,9,17,9,15,2,185,1,133,202,5
"OTU_32767",0,0,1,0,545,0,1,162,307,0,0,0,0,1059,0,0,8,1,3,0,0,0,1,0,0,687,0,1,0,0,0,0,7,0,0,187,73,0,2,0,0,0,3,0,597,0,0,0,0,30,4,0,0,1,1,2693,4,2,33,0,0,0,0,0,211,0,0,21,480,6,4,0,171,0,0,172,1,0,6,0,8,0,0,0,0,0,1676,0,611,9,0,0,0,4,0,0,0,0,1,0,0,12,0,0,0,0,8,1,0,0,0,0,0,1,79,2,61,0,2,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,2260,0,4,593,0,1,0,0,7,2,0,129,166,0,0,0,17,0,0,18,0,0,0,85,0,352,61,0,377,3,0,0,0,8,9,0,1,5
"OTU_32978",0,0,0,0,0,0,8,30,45,0,0,0,0,0,6,0,27,7,9,0,2,1,0,10,0,12,0,0,0,5,0,0,0,0,0,2,0,5,0,0,5,0,1,0,595,0,0,1,0,9,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49,0,0,6,3,0,0,1,0,0,79,0,0,1,0,1,0,0,0,4,6,7,0,1,4,0,1,0,0,5,0,10,6,2,0,0,0,0,0,0,1,0,0,5,0,2,14,0,0,1,0,0,0,1,0,2,1,41,0,0,10,0,0,0,2,1,24,0,2,0,3,1,9,7,15,0,0,1,0,1,0,20,5,74,0,0,9,3,0,0,4,0,0,0,0,8,10,0,0,15,0,0,0,131,0,0,73,0
"OTU_33097",0,0,0,6,0,0,0,0,0,0,0,14,2,6,0,0,4,6,0,0,4,5,0,0,5,0,10,0,0,2,3,3,0,8,0,0,0,3,0,6,0,7,2,11,0,9,1,7,0,0,0,4,0,0,0,0,26,8,9,0,10,0,0,0,0,19,0,0,0,12,0,2,0,16,0,0,17,2,4,0,4,2,6,0,1,0,3,2,0,9,0,10,6,0,0,0,0,4,0,1,0,0,0,0,5,43,0,7,0,0,13,6,12,6,0,5,0,0,0,0,0,10,0,0,1,8,9,0,4,0,2,4,0,0,13,0,0,0,0,0,0,0,0,5,0,18,5,0,0,0,1,0,0,8,2,0,0,0,19,0,2,0,0,0,6,0,0,0,0,0,2,0,0,1,15,0
"OTU_33137",151,134,1,0,0,1,7,0,0,0,157,0,6,0,941,0,538,738,0,0,8,0,0,778,0,0,93,12,0,664,0,0,0,0,0,2,0,0,0,29,0,0,99,0,0,0,0,463,556,0,0,31,0,6,0,0,0,1386,2,0,175,0,361,0,0,0,0,0,0,276,0,300,0,0,0,2,0,111,372,995,0,2358,0,414,0,0,0,6,0,550,0,0,1239,0,63,0,0,4,0,184,106,0,4,0,83,0,0,1,27,96,0,1236,67,58,0,0,0,243,1,0,0,0,75,398,957,155,0,44,49,293,0,0,341,260,197,50,100,0,0,14,0,0,492,3,0,3,16,0,0,0,798,0,15,0,464,0,0,0,0,0,2,0,0,0,84,0,0,0,0,0,0,0,0,83,439,0
"OTU_33169",8,1,0,0,0,0,8,0,0,0,2,2,7,0,9,0,2,5,0,0,4,5,0,0,0,0,14,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,1,0,5,17,4,4,0,0,18,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,9,0,3,0,4,0,0,0,2,1,6,0,5,0,2,0,0,0,1,0,29,0,0,8,0,0,0,6,14,0,8,1,0,4,0,3,0,0,0,1,2,0,7,15,14,0,0,0,0,0,0,0,4,3,8,5,24,0,1,6,4,2,0,0,21,10,2,1,0,0,1,0,0,1,1,6,0,2,0,0,0,14,0,4,17,3,2,0,0,2,0,2,0,0,0,37,0,0,0,0,0,0,0,0,21,4,0
"OTU_33257",0,108,0,0,0,0,31,0,0,0,67,0,33,0,30,0,76,42,0,0,46,77,0,52,0,0,50,0,0,84,0,0,0,0,1,1,0,32,0,9,0,13,0,0,0,0,0,113,19,1,0,181,0,12,0,0,0,20,0,0,199,0,6,0,0,0,0,0,0,41,0,204,0,0,25,0,0,69,8,10,0,103,47,10,0,0,0,54,0,273,0,0,103,0,18,4,10,184,0,153,107,0,23,0,130,0,0,0,43,27,0,149,868,149,0,0,0,134,1,0,0,18,114,46,115,382,0,0,199,26,1,0,57,31,76,82,36,0,0,129,0,0,104,8,80,97,0,0,0,0,303,0,15,0,64,20,0,0,1,0,0,0,0,0,103,0,0,0,0,0,0,0,0,75,200,0
"OTU_33290",1,2,2,3,0,0,20,0,23,0,130,3,0,0,19,8,0,2,3,0,0,4,0,20,1,0,0,4,0,4,2,7,0,5,0,1,29,3,0,0,0,1,7,5,0,9,131,3,6,2,0,1,0,15,0,2,1,0,0,0,0,0,2,0,0,2,0,0,3,1,0,6,1,40,1,2,11,1,0,14,0,1,0,5,0,0,0,4,3,1,6,0,5,0,5,0,1,1,0,1,6,0,9,0,0,13,0,1,9,44,0,3,1,2,0,4,0,8,0,0,0,13,0,24,1,1,1,4,1,46,6,0,23,24,1,1,8,0,1,27,1,0,5,1,0,139,1,0,0,6,2,0,5,9,0,0,1,0,11,0,3,0,0,0,0,3,0,8,0,0,3,2,0,0,0,1
"OTU_33316",0,1,0,1,0,0,10,3,2,0,3,0,2,0,3,2,1,1,4,14,1,0,0,3,0,3,0,0,2,1,1,4,0,1,1,0,8,0,0,0,2,5,0,0,1,0,0,0,3,1,0,1,9,7,0,0,8,0,1,0,1,0,1,0,1,0,0,2,0,0,0,1,3,0,2,1,0,3,0,5,2,4,3,11,0,2,0,0,0,1,0,4,0,1,16,7,0,1,3,0,0,1,14,0,0,0,0,0,3,7,0,1,0,3,5,2,0,2,0,5,0,0,0,10,0,0,1,0,1,26,0,3,11,6,2,1,6,3,0,0,1,2,0,3,0,0,0,0,0,0,1,0,2,2,1,10,0,0,0,28,1,0,3,4,1,4,0,11,1,0,0,0,0,0,1,0
"OTU_33324",30,12,0,0,0,0,14,0,3,2,20,0,8,0,25,5,20,34,0,0,15,4,0,24,0,9,19,176,7,63,1,0,0,0,0,0,2,19,0,9,0,2,14,26,0,0,11,11,13,0,0,9,0,6,0,0,2,17,0,0,25,0,13,0,0,0,0,1,0,12,0,26,0,12,20,3,0,4,18,13,0,52,10,11,0,0,0,98,1,37,0,0,44,0,264,0,61,7,0,19,41,1,20,0,8,0,0,3,15,38,0,32,33,19,0,1,0,22,2,0,0,7,9,22,37,38,0,575,2,31,231,0,15,27,22,24,20,1,0,45,0,0,53,26,12,25,4,639,0,23,104,0,49,3,79,14,0,0,0,0,94,1,0,1,41,4,1,3,2,0,0,1,0,7,51,2
"OTU_33364",22,69,0,0,0,0,16,0,0,0,14,0,1,0,130,0,19,17,0,0,4,3,0,13,0,0,2,2,0,29,4,0,0,2,0,0,1,4,0,2,0,1,104,0,0,3,16,6,23,0,0,3,0,12,0,0,0,22,0,0,5,0,64,0,0,0,0,0,0,7,0,7,0,0,1,0,0,3,6,86,0,33,0,30,0,0,0,0,0,9,0,0,11,0,40,0,11,1,0,2,35,0,5,0,2,0,0,0,63,23,0,20,4,1,0,0,0,38,1,0,0,6,84,66,17,5,0,2,1,16,0,0,39,8,15,30,15,0,0,25,0,0,51,3,28,5,2,1,0,0,6,0,10,14,5,11,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0
"OTU_33377",1,1,0,0,4,0,1,0,0,0,1,0,1,0,4,0,6,3,0,0,1,0,0,4,0,3,3,2,0,4,0,0,0,3,0,1,4,2,0,4,0,0,0,0,1,0,2,2,2,0,0,1,0,1,0,0,1,5,0,0,2,0,3,0,0,0,0,0,6,0,0,9,0,0,1,0,0,5,3,2,0,4,0,1,0,0,2,11,2,1,0,0,4,0,0,0,1,1,0,0,2,2,0,0,3,0,0,0,2,0,0,1,4,0,0,0,0,0,2,0,1,3,1,2,9,7,0,0,2,0,2,0,0,2,4,0,0,0,2,4,0,0,1,4,0,5,2,0,0,6,6,0,0,0,2,1,0,1,0,0,1,0,0,0,3,0,1,1,0,0,0,1,0,3,1,0
"OTU_33406",13,0,1,9,0,0,1,0,1,0,5,0,0,6,3,1,18,18,2,0,2,0,0,4,3,0,4,2,2,16,1,0,1,5,7,0,0,6,0,8,0,0,5,4,1,8,0,19,3,0,0,3,5,4,0,0,22,24,6,0,5,3,0,0,0,0,0,0,0,5,0,14,0,20,4,0,19,4,9,1,8,11,3,3,0,0,2,6,0,19,0,4,25,0,5,0,2,2,2,1,2,0,7,0,9,8,7,7,2,3,0,20,8,9,0,3,0,1,0,0,4,3,2,2,15,5,2,5,1,10,11,7,8,2,19,2,0,0,0,5,0,0,2,3,1,4,11,1,0,2,9,0,3,1,6,1,0,0,0,0,4,0,0,0,7,2,0,5,0,0,0,0,1,5,14,1
